<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
USDRUB,D,04/07/19,00:00,63.4528000
USDRUB,D,05/07/19,00:00,63.7900000
USDRUB,D,06/07/19,00:00,63.6942000
USDRUB,D,07/07/19,00:00,63.6969000
USDRUB,D,08/07/19,00:00,63.6139000
USDRUB,D,09/07/19,00:00,63.7873000
USDRUB,D,10/07/19,00:00,63.0923000
USDRUB,D,11/07/19,00:00,62.8190000
USDRUB,D,12/07/19,00:00,62.9828000
USDRUB,D,13/07/19,00:00,62.9900000
USDRUB,D,15/07/19,00:00,62.6040000
USDRUB,D,16/07/19,00:00,63.0163000
USDRUB,D,17/07/19,00:00,62.8701000
USDRUB,D,18/07/19,00:00,62.7292000
USDRUB,D,19/07/19,00:00,63.0100000
USDRUB,D,20/07/19,00:00,62.9374000
USDRUB,D,21/07/19,00:00,63.0094000
USDRUB,D,22/07/19,00:00,63.0123000
USDRUB,D,23/07/19,00:00,63.1663000
USDRUB,D,24/07/19,00:00,63.3020000
USDRUB,D,25/07/19,00:00,63.2420000
USDRUB,D,26/07/19,00:00,62.9900000
USDRUB,D,27/07/19,00:00,62.9180000
USDRUB,D,28/07/19,00:00,63.1553000
USDRUB,D,29/07/19,00:00,63.4264000
USDRUB,D,30/07/19,00:00,63.4949000
USDRUB,D,31/07/19,00:00,63.5403000
USDRUB,D,01/08/19,00:00,64.2973000
USDRUB,D,02/08/19,00:00,65.1552000
USDRUB,D,04/08/19,00:00,65.1423000
USDRUB,D,05/08/19,00:00,65.7056000
USDRUB,D,06/08/19,00:00,65.2730000
USDRUB,D,07/08/19,00:00,65.3738000
USDRUB,D,08/08/19,00:00,65.0907000
USDRUB,D,09/08/19,00:00,65.2400000
USDRUB,D,11/08/19,00:00,65.3274000
USDRUB,D,12/08/19,00:00,65.4167000
USDRUB,D,13/08/19,00:00,64.9093000
USDRUB,D,14/08/19,00:00,66.0700000
USDRUB,D,15/08/19,00:00,66.0724000
USDRUB,D,16/08/19,00:00,66.4810000
USDRUB,D,18/08/19,00:00,66.3652000
USDRUB,D,19/08/19,00:00,66.9456000
USDRUB,D,20/08/19,00:00,66.4412000
USDRUB,D,21/08/19,00:00,65.7802000
USDRUB,D,22/08/19,00:00,65.5249000
USDRUB,D,23/08/19,00:00,65.6287000
USDRUB,D,25/08/19,00:00,66.2590000
USDRUB,D,26/08/19,00:00,66.1136000
USDRUB,D,27/08/19,00:00,66.4300000
USDRUB,D,28/08/19,00:00,66.7589000
USDRUB,D,29/08/19,00:00,66.4953000
USDRUB,D,30/08/19,00:00,66.6670000
USDRUB,D,01/09/19,00:00,66.7988000
USDRUB,D,02/09/19,00:00,66.7601000
USDRUB,D,03/09/19,00:00,66.7632000
USDRUB,D,04/09/19,00:00,66.2200000
USDRUB,D,05/09/19,00:00,66.1840000
USDRUB,D,06/09/19,00:00,65.7720000
USDRUB,D,08/09/19,00:00,65.7756000
USDRUB,D,09/09/19,00:00,65.5262000
USDRUB,D,10/09/19,00:00,65.3060000
USDRUB,D,11/09/19,00:00,65.3819000
USDRUB,D,12/09/19,00:00,64.8089000
USDRUB,D,13/09/19,00:00,64.3270000
USDRUB,D,15/09/19,00:00,63.9000000
USDRUB,D,16/09/19,00:00,63.9932000
USDRUB,D,17/09/19,00:00,64.2912000
USDRUB,D,18/09/19,00:00,64.2310000
USDRUB,D,19/09/19,00:00,63.9575000
USDRUB,D,20/09/19,00:00,63.9894000
USDRUB,D,22/09/19,00:00,63.9192000
USDRUB,D,23/09/19,00:00,63.7740000
USDRUB,D,24/09/19,00:00,64.0200000
USDRUB,D,25/09/19,00:00,64.1964000
USDRUB,D,26/09/19,00:00,64.2759000
USDRUB,D,27/09/19,00:00,64.6440000
USDRUB,D,29/09/19,00:00,64.6430000
USDRUB,D,30/09/19,00:00,64.8217000
USDRUB,D,01/10/19,00:00,65.2213000
USDRUB,D,02/10/19,00:00,65.2275000
USDRUB,D,03/10/19,00:00,65.0900000
USDRUB,D,04/10/19,00:00,64.6543000
USDRUB,D,06/10/19,00:00,64.6525000
USDRUB,D,07/10/19,00:00,64.9495000
USDRUB,D,08/10/19,00:00,65.1835000
USDRUB,D,09/10/19,00:00,65.0510000
USDRUB,D,10/10/19,00:00,64.3957000
USDRUB,D,11/10/19,00:00,64.2110000
USDRUB,D,13/10/19,00:00,64.2088000
USDRUB,D,14/10/19,00:00,64.2500000
USDRUB,D,15/10/19,00:00,64.2871000
USDRUB,D,16/10/19,00:00,64.1021000
USDRUB,D,17/10/19,00:00,64.0483000
USDRUB,D,18/10/19,00:00,63.6790000
USDRUB,D,20/10/19,00:00,63.9100000
USDRUB,D,21/10/19,00:00,63.7503000
USDRUB,D,22/10/19,00:00,63.6345000
USDRUB,D,23/10/19,00:00,63.9000000
USDRUB,D,24/10/19,00:00,64.0331000
USDRUB,D,25/10/19,00:00,63.8475000
USDRUB,D,27/10/19,00:00,63.8043000
USDRUB,D,28/10/19,00:00,63.6689000
USDRUB,D,29/10/19,00:00,63.9600000
USDRUB,D,30/10/19,00:00,63.7602000
USDRUB,D,31/10/19,00:00,64.1120000
USDRUB,D,01/11/19,00:00,63.3914000
USDRUB,D,03/11/19,00:00,63.4212000
USDRUB,D,04/11/19,00:00,63.4330000
USDRUB,D,05/11/19,00:00,63.4400000
USDRUB,D,06/11/19,00:00,63.8234000
USDRUB,D,07/11/19,00:00,63.5236000
USDRUB,D,08/11/19,00:00,63.7933000
USDRUB,D,10/11/19,00:00,63.7948000
USDRUB,D,11/11/19,00:00,63.8471000
USDRUB,D,12/11/19,00:00,64.2143000
USDRUB,D,13/11/19,00:00,64.3094000
USDRUB,D,14/11/19,00:00,63.9066000
USDRUB,D,15/11/19,00:00,63.7620000
USDRUB,D,17/11/19,00:00,63.7337000
USDRUB,D,18/11/19,00:00,63.8464000
USDRUB,D,19/11/19,00:00,63.8452000
USDRUB,D,20/11/19,00:00,63.8008000
USDRUB,D,21/11/19,00:00,63.6838000
USDRUB,D,22/11/19,00:00,63.8220000
USDRUB,D,24/11/19,00:00,63.8014000
USDRUB,D,25/11/19,00:00,63.9025000
USDRUB,D,26/11/19,00:00,63.9400000
USDRUB,D,27/11/19,00:00,63.9872000
USDRUB,D,28/11/19,00:00,64.0500000
USDRUB,D,29/11/19,00:00,64.3533000
USDRUB,D,01/12/19,00:00,64.2892000
USDRUB,D,02/12/19,00:00,64.2011000
USDRUB,D,03/12/19,00:00,64.0870000
USDRUB,D,04/12/19,00:00,63.8500000
USDRUB,D,05/12/19,00:00,63.6970000
USDRUB,D,06/12/19,00:00,63.6500000
USDRUB,D,08/12/19,00:00,63.7000000
USDRUB,D,09/12/19,00:00,63.5000000
USDRUB,D,10/12/19,00:00,63.5000000
USDRUB,D,11/12/19,00:00,63.2885000
USDRUB,D,12/12/19,00:00,62.6906000
USDRUB,D,13/12/19,00:00,62.8392000
USDRUB,D,15/12/19,00:00,62.8052000
USDRUB,D,16/12/19,00:00,62.4775000
USDRUB,D,17/12/19,00:00,62.4350000
USDRUB,D,18/12/19,00:00,62.6728000
USDRUB,D,19/12/19,00:00,62.3050000
USDRUB,D,20/12/19,00:00,62.2230000
USDRUB,D,22/12/19,00:00,62.4315000
USDRUB,D,23/12/19,00:00,62.2980000
USDRUB,D,24/12/19,00:00,61.9684000
USDRUB,D,25/12/19,00:00,61.8576000
USDRUB,D,26/12/19,00:00,62.1725000
USDRUB,D,27/12/19,00:00,62.0120000
USDRUB,D,29/12/19,00:00,62.0845000
USDRUB,D,30/12/19,00:00,61.9862000
USDRUB,D,31/12/19,00:00,61.9007000
USDRUB,D,01/01/20,00:00,61.8564000
USDRUB,D,02/01/20,00:00,61.6750000
USDRUB,D,03/01/20,00:00,62.0933000
USDRUB,D,05/01/20,00:00,62.1626000
USDRUB,D,06/01/20,00:00,61.8106000
USDRUB,D,07/01/20,00:00,62.0155000
USDRUB,D,08/01/20,00:00,61.2710000
USDRUB,D,09/01/20,00:00,61.2910000
USDRUB,D,10/01/20,00:00,61.0140000
USDRUB,D,12/01/20,00:00,61.1254000
USDRUB,D,13/01/20,00:00,61.2220000
USDRUB,D,14/01/20,00:00,61.3686000
USDRUB,D,15/01/20,00:00,61.3660000
USDRUB,D,16/01/20,00:00,61.6375000
USDRUB,D,17/01/20,00:00,61.5550000
USDRUB,D,19/01/20,00:00,61.5350000
USDRUB,D,20/01/20,00:00,61.5942000
USDRUB,D,21/01/20,00:00,61.8736000
USDRUB,D,22/01/20,00:00,61.8956000
USDRUB,D,23/01/20,00:00,61.9160000
USDRUB,D,24/01/20,00:00,62.0733000
USDRUB,D,26/01/20,00:00,62.2178000
USDRUB,D,27/01/20,00:00,62.9190000
USDRUB,D,28/01/20,00:00,62.2383000
USDRUB,D,29/01/20,00:00,62.5167000
USDRUB,D,30/01/20,00:00,63.2212000
USDRUB,D,31/01/20,00:00,63.9510000
USDRUB,D,02/02/20,00:00,63.9360000
USDRUB,D,03/02/20,00:00,63.6730000
USDRUB,D,04/02/20,00:00,62.9070000
USDRUB,D,05/02/20,00:00,62.8530000
USDRUB,D,06/02/20,00:00,63.2900000
USDRUB,D,07/02/20,00:00,64.1390000
USDRUB,D,09/02/20,00:00,64.1119000
USDRUB,D,10/02/20,00:00,64.0880000
USDRUB,D,11/02/20,00:00,63.3490000
USDRUB,D,12/02/20,00:00,63.2970000
USDRUB,D,13/02/20,00:00,63.6080000
USDRUB,D,14/02/20,00:00,63.4940000
USDRUB,D,16/02/20,00:00,63.4500000
USDRUB,D,17/02/20,00:00,63.5722000
USDRUB,D,18/02/20,00:00,63.8460000
USDRUB,D,19/02/20,00:00,63.5680000
USDRUB,D,20/02/20,00:00,64.1620000
USDRUB,D,21/02/20,00:00,64.0455000
USDRUB,D,23/02/20,00:00,64.2875000
USDRUB,D,24/02/20,00:00,65.3565000
USDRUB,D,25/02/20,00:00,65.3039000
USDRUB,D,26/02/20,00:00,65.4650000
USDRUB,D,27/02/20,00:00,66.3084000
USDRUB,D,28/02/20,00:00,66.7112000
USDRUB,D,01/03/20,00:00,67.0476000
USDRUB,D,02/03/20,00:00,66.3840000
USDRUB,D,03/03/20,00:00,66.1911000
USDRUB,D,04/03/20,00:00,66.1960000
USDRUB,D,05/03/20,00:00,67.5510000
USDRUB,D,06/03/20,00:00,68.5302000
USDRUB,D,08/03/20,00:00,72.0424000
USDRUB,D,09/03/20,00:00,74.4604000
USDRUB,D,10/03/20,00:00,71.2490000
USDRUB,D,11/03/20,00:00,72.4516000
USDRUB,D,12/03/20,00:00,74.9831000
USDRUB,D,13/03/20,00:00,72.4305000
USDRUB,D,15/03/20,00:00,73.2638000
USDRUB,D,16/03/20,00:00,74.2693000
USDRUB,D,17/03/20,00:00,75.1251000
USDRUB,D,18/03/20,00:00,81.0824000
USDRUB,D,19/03/20,00:00,78.9120000
USDRUB,D,20/03/20,00:00,80.0139000
USDRUB,D,22/03/20,00:00,80.4783000
USDRUB,D,23/03/20,00:00,79.3661000
USDRUB,D,24/03/20,00:00,78.2055000
USDRUB,D,25/03/20,00:00,78.3037000
USDRUB,D,26/03/20,00:00,77.3360000
USDRUB,D,27/03/20,00:00,78.7206000
USDRUB,D,29/03/20,00:00,79.4896000
USDRUB,D,30/03/20,00:00,79.6015000
USDRUB,D,31/03/20,00:00,78.3620000
USDRUB,D,01/04/20,00:00,78.6360000
USDRUB,D,02/04/20,00:00,76.9690000
USDRUB,D,03/04/20,00:00,76.4500000
USDRUB,D,05/04/20,00:00,77.0420000
USDRUB,D,06/04/20,00:00,75.9684000
USDRUB,D,07/04/20,00:00,75.3916000
USDRUB,D,08/04/20,00:00,75.0788000
USDRUB,D,09/04/20,00:00,74.3788000
USDRUB,D,10/04/20,00:00,73.7331000
USDRUB,D,12/04/20,00:00,73.1600000
USDRUB,D,13/04/20,00:00,72.8910000
USDRUB,D,14/04/20,00:00,73.0270000
USDRUB,D,15/04/20,00:00,74.9255000
USDRUB,D,16/04/20,00:00,73.6675000
USDRUB,D,17/04/20,00:00,73.8420000
USDRUB,D,19/04/20,00:00,74.0941000
USDRUB,D,20/04/20,00:00,75.4889000
USDRUB,D,21/04/20,00:00,77.1376000
USDRUB,D,22/04/20,00:00,75.8681000
USDRUB,D,23/04/20,00:00,74.7168000
USDRUB,D,24/04/20,00:00,74.4251000
USDRUB,D,26/04/20,00:00,74.2767000
USDRUB,D,27/04/20,00:00,74.4238000
USDRUB,D,28/04/20,00:00,74.2250000
USDRUB,D,29/04/20,00:00,73.0907000
USDRUB,D,30/04/20,00:00,74.3302000
USDRUB,D,01/05/20,00:00,75.3756000
USDRUB,D,03/05/20,00:00,75.2800000
USDRUB,D,04/05/20,00:00,74.4150000
USDRUB,D,05/05/20,00:00,73.7604000
USDRUB,D,06/05/20,00:00,74.5723000
USDRUB,D,07/05/20,00:00,73.9578000
USDRUB,D,08/05/20,00:00,73.3200000
USDRUB,D,10/05/20,00:00,73.3713000
USDRUB,D,11/05/20,00:00,73.6465000
USDRUB,D,12/05/20,00:00,73.5625000
USDRUB,D,13/05/20,00:00,74.0383000
USDRUB,D,14/05/20,00:00,73.7869000
USDRUB,D,15/05/20,00:00,73.3377000
USDRUB,D,17/05/20,00:00,73.4920000
USDRUB,D,18/05/20,00:00,72.6512000
USDRUB,D,19/05/20,00:00,72.5238000
USDRUB,D,20/05/20,00:00,71.1812000
USDRUB,D,21/05/20,00:00,70.7070000
USDRUB,D,22/05/20,00:00,71.4480000
USDRUB,D,24/05/20,00:00,71.4150000
USDRUB,D,25/05/20,00:00,71.5530000
USDRUB,D,26/05/20,00:00,70.8018000
USDRUB,D,27/05/20,00:00,70.8506000
USDRUB,D,28/05/20,00:00,70.4083000
USDRUB,D,29/05/20,00:00,70.1716000
USDRUB,D,31/05/20,00:00,70.3089000
USDRUB,D,01/06/20,00:00,68.9300000
USDRUB,D,02/06/20,00:00,68.6240000
USDRUB,D,03/06/20,00:00,68.4742000
USDRUB,D,04/06/20,00:00,69.0662000
USDRUB,D,05/06/20,00:00,68.5768000
USDRUB,D,07/06/20,00:00,68.0760000
USDRUB,D,08/06/20,00:00,68.0675000
USDRUB,D,09/06/20,00:00,68.5633000
USDRUB,D,10/06/20,00:00,68.4244000
USDRUB,D,11/06/20,00:00,70.0805000
USDRUB,D,12/06/20,00:00,69.6639000
USDRUB,D,14/06/20,00:00,69.5589000
USDRUB,D,15/06/20,00:00,69.5338000
USDRUB,D,16/06/20,00:00,69.4352000
USDRUB,D,17/06/20,00:00,69.6417000
USDRUB,D,18/06/20,00:00,69.6940000
USDRUB,D,19/06/20,00:00,69.3250000
USDRUB,D,21/06/20,00:00,69.6945000
USDRUB,D,22/06/20,00:00,68.8890000
USDRUB,D,23/06/20,00:00,68.7487000
USDRUB,D,24/06/20,00:00,69.4652000
USDRUB,D,25/06/20,00:00,69.0666000
USDRUB,D,26/06/20,00:00,69.7700000
USDRUB,D,28/06/20,00:00,69.5530000
USDRUB,D,29/06/20,00:00,70.1453000
USDRUB,D,30/06/20,00:00,71.1907000
USDRUB,D,01/07/20,00:00,70.6459000
USDRUB,D,02/07/20,00:00,70.4667000
USDRUB,D,03/07/20,00:00,71.3409000
USDRUB,D,05/07/20,00:00,71.3545000
USDRUB,D,06/07/20,00:00,71.8073000
USDRUB,D,07/07/20,00:00,71.2760000
USDRUB,D,08/07/20,00:00,71.0790000
USDRUB,D,09/07/20,00:00,70.6050000
USDRUB,D,10/07/20,00:00,70.8028000
USDRUB,D,12/07/20,00:00,70.6650000
USDRUB,D,13/07/20,00:00,70.9100000
USDRUB,D,14/07/20,00:00,70.7830000
USDRUB,D,15/07/20,00:00,71.0064000
USDRUB,D,16/07/20,00:00,71.5576000
USDRUB,D,17/07/20,00:00,71.8866000
USDRUB,D,19/07/20,00:00,71.8370000
USDRUB,D,20/07/20,00:00,71.2010000
USDRUB,D,21/07/20,00:00,70.5840000
USDRUB,D,22/07/20,00:00,71.1632000
USDRUB,D,23/07/20,00:00,71.3026000
USDRUB,D,24/07/20,00:00,71.5330000
USDRUB,D,26/07/20,00:00,71.7181000
USDRUB,D,27/07/20,00:00,71.5685000
USDRUB,D,28/07/20,00:00,72.4942000
USDRUB,D,29/07/20,00:00,72.5179000
USDRUB,D,30/07/20,00:00,73.6981000
USDRUB,D,31/07/20,00:00,74.2200000
USDRUB,D,02/08/20,00:00,74.0781000
USDRUB,D,03/08/20,00:00,73.0679000
USDRUB,D,04/08/20,00:00,73.3490000
USDRUB,D,05/08/20,00:00,72.8229000
USDRUB,D,06/08/20,00:00,73.2005000
USDRUB,D,07/08/20,00:00,73.7130000
USDRUB,D,09/08/20,00:00,73.4100000
USDRUB,D,10/08/20,00:00,73.5367000
USDRUB,D,11/08/20,00:00,73.0090000
USDRUB,D,12/08/20,00:00,73.6931000
USDRUB,D,13/08/20,00:00,72.8090000
USDRUB,D,14/08/20,00:00,72.8456000
USDRUB,D,16/08/20,00:00,72.9618000
USDRUB,D,17/08/20,00:00,73.6417000
USDRUB,D,18/08/20,00:00,73.0241000
USDRUB,D,19/08/20,00:00,73.1590000
USDRUB,D,20/08/20,00:00,73.8813000
USDRUB,D,21/08/20,00:00,74.7692000
USDRUB,D,23/08/20,00:00,74.6790000
USDRUB,D,24/08/20,00:00,74.3820000
USDRUB,D,25/08/20,00:00,75.2430000
USDRUB,D,26/08/20,00:00,75.3630000
USDRUB,D,27/08/20,00:00,74.9927000
USDRUB,D,28/08/20,00:00,73.9780000
USDRUB,D,30/08/20,00:00,74.1034000
USDRUB,D,31/08/20,00:00,73.8464000
USDRUB,D,01/09/20,00:00,73.5924000
USDRUB,D,02/09/20,00:00,75.4758000
USDRUB,D,03/09/20,00:00,75.1020000
USDRUB,D,04/09/20,00:00,75.2863000
USDRUB,D,06/09/20,00:00,75.3626000
USDRUB,D,07/09/20,00:00,75.6060000
USDRUB,D,08/09/20,00:00,76.0100000
USDRUB,D,09/09/20,00:00,75.3357000
USDRUB,D,10/09/20,00:00,75.1700000
USDRUB,D,11/09/20,00:00,74.7700000
USDRUB,D,13/09/20,00:00,74.9295000
USDRUB,D,14/09/20,00:00,75.2691000
USDRUB,D,15/09/20,00:00,74.9310000
USDRUB,D,16/09/20,00:00,74.8338000
USDRUB,D,17/09/20,00:00,74.9931000
USDRUB,D,18/09/20,00:00,75.7319000
USDRUB,D,20/09/20,00:00,75.4924000
USDRUB,D,21/09/20,00:00,75.8780000
USDRUB,D,22/09/20,00:00,76.0336000
USDRUB,D,23/09/20,00:00,76.5960000
USDRUB,D,24/09/20,00:00,77.0485000
USDRUB,D,25/09/20,00:00,78.0650000
USDRUB,D,27/09/20,00:00,77.9860000
USDRUB,D,28/09/20,00:00,79.2216000
USDRUB,D,29/09/20,00:00,78.9961000
USDRUB,D,30/09/20,00:00,77.4870000
USDRUB,D,01/10/20,00:00,77.0140000
USDRUB,D,02/10/20,00:00,78.1679000
USDRUB,D,04/10/20,00:00,78.1600000
USDRUB,D,05/10/20,00:00,78.0554000
USDRUB,D,06/10/20,00:00,78.4046000
USDRUB,D,07/10/20,00:00,78.0875000
USDRUB,D,08/10/20,00:00,77.2732000
USDRUB,D,09/10/20,00:00,76.7342000
USDRUB,D,11/10/20,00:00,76.6170000
USDRUB,D,12/10/20,00:00,77.0364000
USDRUB,D,13/10/20,00:00,77.0508000
USDRUB,D,14/10/20,00:00,77.7483000
USDRUB,D,15/10/20,00:00,77.9738000
USDRUB,D,16/10/20,00:00,77.8215000
USDRUB,D,18/10/20,00:00,77.7570000
USDRUB,D,19/10/20,00:00,77.5946000
USDRUB,D,20/10/20,00:00,77.2907000
USDRUB,D,21/10/20,00:00,76.6925000
USDRUB,D,22/10/20,00:00,76.5371000
USDRUB,D,23/10/20,00:00,76.2175000
USDRUB,D,25/10/20,00:00,76.2569000
USDRUB,D,26/10/20,00:00,76.2520000
USDRUB,D,27/10/20,00:00,77.3161000
USDRUB,D,28/10/20,00:00,79.0407000
USDRUB,D,29/10/20,00:00,78.8533000
USDRUB,D,30/10/20,00:00,79.3972000
USDRUB,D,01/11/20,00:00,79.3400000
USDRUB,D,02/11/20,00:00,80.5708000
USDRUB,D,03/11/20,00:00,78.9110000
USDRUB,D,04/11/20,00:00,77.4540000
USDRUB,D,05/11/20,00:00,76.7360000
USDRUB,D,06/11/20,00:00,77.2990000
USDRUB,D,08/11/20,00:00,77.2780000
USDRUB,D,09/11/20,00:00,76.1090000
USDRUB,D,10/11/20,00:00,76.4585000
USDRUB,D,11/11/20,00:00,77.0836000
USDRUB,D,12/11/20,00:00,77.1494000
USDRUB,D,13/11/20,00:00,77.1510000
USDRUB,D,15/11/20,00:00,77.2932000
USDRUB,D,16/11/20,00:00,76.2318000
USDRUB,D,17/11/20,00:00,76.2471000
USDRUB,D,18/11/20,00:00,75.9258000
USDRUB,D,19/11/20,00:00,76.4216000
USDRUB,D,20/11/20,00:00,75.9510000
USDRUB,D,22/11/20,00:00,76.1710000
USDRUB,D,23/11/20,00:00,76.0205000
USDRUB,D,24/11/20,00:00,75.4069000
USDRUB,D,25/11/20,00:00,75.6236000
USDRUB,D,26/11/20,00:00,75.5870000
USDRUB,D,27/11/20,00:00,75.9925000
USDRUB,D,29/11/20,00:00,75.9891000
USDRUB,D,30/11/20,00:00,76.4053000
USDRUB,D,01/12/20,00:00,75.9095000
USDRUB,D,02/12/20,00:00,74.9660000
USDRUB,D,03/12/20,00:00,74.5288000
USDRUB,D,04/12/20,00:00,74.1181000
USDRUB,D,06/12/20,00:00,73.9680000
USDRUB,D,07/12/20,00:00,73.8202000
USDRUB,D,08/12/20,00:00,73.3716000
USDRUB,D,09/12/20,00:00,73.6380000
USDRUB,D,10/12/20,00:00,73.0110000
USDRUB,D,11/12/20,00:00,72.8860000
USDRUB,D,13/12/20,00:00,72.9340000
USDRUB,D,14/12/20,00:00,73.5710000
USDRUB,D,15/12/20,00:00,73.2892000
USDRUB,D,16/12/20,00:00,73.3539000
USDRUB,D,17/12/20,00:00,73.0912000
USDRUB,D,18/12/20,00:00,73.1600000
USDRUB,D,20/12/20,00:00,73.8907000
USDRUB,D,21/12/20,00:00,74.8222000
USDRUB,D,22/12/20,00:00,75.7930000
USDRUB,D,23/12/20,00:00,74.9630000
USDRUB,D,24/12/20,00:00,73.8900000
USDRUB,D,25/12/20,00:00,74.3244000
USDRUB,D,27/12/20,00:00,73.9076000
USDRUB,D,28/12/20,00:00,73.8961000
USDRUB,D,29/12/20,00:00,73.9090000
USDRUB,D,30/12/20,00:00,74.3469000
USDRUB,D,31/12/20,00:00,73.7880000
USDRUB,D,01/01/21,00:00,73.8090000
USDRUB,D,03/01/21,00:00,74.4807000
USDRUB,D,04/01/21,00:00,74.5035000
USDRUB,D,05/01/21,00:00,74.2509000
USDRUB,D,06/01/21,00:00,74.1278000
USDRUB,D,07/01/21,00:00,74.5962000
USDRUB,D,08/01/21,00:00,74.0795000
USDRUB,D,10/01/21,00:00,73.9300000
USDRUB,D,11/01/21,00:00,74.4270000
USDRUB,D,12/01/21,00:00,73.4610000
USDRUB,D,13/01/21,00:00,73.8795000
USDRUB,D,14/01/21,00:00,73.3033000
USDRUB,D,15/01/21,00:00,73.3100000
USDRUB,D,17/01/21,00:00,73.6951000
USDRUB,D,18/01/21,00:00,73.8800000
USDRUB,D,19/01/21,00:00,73.7272000
USDRUB,D,20/01/21,00:00,73.4866000
USDRUB,D,21/01/21,00:00,73.8993000
USDRUB,D,22/01/21,00:00,75.1411000
USDRUB,D,24/01/21,00:00,75.4064000
USDRUB,D,25/01/21,00:00,75.2130000
USDRUB,D,26/01/21,00:00,74.9150000
USDRUB,D,27/01/21,00:00,75.7780000
USDRUB,D,28/01/21,00:00,76.0390000
USDRUB,D,29/01/21,00:00,75.8064000
USDRUB,D,31/01/21,00:00,75.7150000
USDRUB,D,01/02/21,00:00,76.0720000
USDRUB,D,02/02/21,00:00,76.2349000
USDRUB,D,03/02/21,00:00,75.9224000
USDRUB,D,04/02/21,00:00,75.5429000
USDRUB,D,05/02/21,00:00,74.5982000
USDRUB,D,07/02/21,00:00,74.5800000
USDRUB,D,08/02/21,00:00,74.3142000
USDRUB,D,09/02/21,00:00,73.9079000
USDRUB,D,10/02/21,00:00,73.7870000
USDRUB,D,11/02/21,00:00,73.6586000
USDRUB,D,12/02/21,00:00,73.6361000
USDRUB,D,14/02/21,00:00,73.6047000
USDRUB,D,15/02/21,00:00,73.2600000
USDRUB,D,16/02/21,00:00,73.4490000
USDRUB,D,17/02/21,00:00,73.6380000
USDRUB,D,18/02/21,00:00,73.8130000
USDRUB,D,19/02/21,00:00,74.0940000
USDRUB,D,21/02/21,00:00,74.0220000
USDRUB,D,22/02/21,00:00,74.1250000
USDRUB,D,23/02/21,00:00,73.9500000
USDRUB,D,24/02/21,00:00,73.5079000
USDRUB,D,25/02/21,00:00,74.6600000
USDRUB,D,26/02/21,00:00,74.1750000
USDRUB,D,28/02/21,00:00,74.3110000
USDRUB,D,01/03/21,00:00,74.2424000
USDRUB,D,02/03/21,00:00,73.7270000
USDRUB,D,03/03/21,00:00,73.9430000
USDRUB,D,04/03/21,00:00,74.5130000
USDRUB,D,05/03/21,00:00,74.0770000
USDRUB,D,07/03/21,00:00,73.9520000
USDRUB,D,08/03/21,00:00,74.3920000
USDRUB,D,09/03/21,00:00,74.1367000
USDRUB,D,10/03/21,00:00,73.4800000
USDRUB,D,11/03/21,00:00,73.3044000
USDRUB,D,12/03/21,00:00,73.2461000
USDRUB,D,14/03/21,00:00,73.2940000
USDRUB,D,15/03/21,00:00,72.7404000
USDRUB,D,16/03/21,00:00,72.9299000
USDRUB,D,17/03/21,00:00,73.6611000
USDRUB,D,18/03/21,00:00,74.3209000
USDRUB,D,19/03/21,00:00,74.0959000
USDRUB,D,21/03/21,00:00,74.3235000
USDRUB,D,22/03/21,00:00,74.8770000
USDRUB,D,23/03/21,00:00,76.3250000
USDRUB,D,24/03/21,00:00,76.6455000
USDRUB,D,25/03/21,00:00,76.1447000
USDRUB,D,26/03/21,00:00,75.7547000
USDRUB,D,28/03/21,00:00,75.6686000
USDRUB,D,29/03/21,00:00,75.6751000
USDRUB,D,30/03/21,00:00,76.0007000
